Customer_ID,Gender,Age,Married,State,Number_of_Referrals,Tenure_in_Months,Value_Deal,Phone_Service,Multiple_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_Status,Churn_Category,Churn_Reason
82481-TAM,Female,75,Yes,Tamil Nadu,11,1,,No,,Yes,DSL,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,30.4,78.65,0,0,0,78.65,Churned,Attitude,Attitude of support person
73829-DEL,Female,25,No,Delhi,6,36,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,71,914,0,0,507.5,1421.5,Churned,Other,Don't know
46734-RAJ,Male,41,Yes,Rajasthan,12,9,Deal 1,Yes,No,No,,,,,,,,,,Two Year,No,Bank Withdrawal,19.95,1377.7,28.98,0,2440.52,3789.24,Stayed,,
22765-MAH,Female,40,Yes,Maharashtra,6,16,Deal 5,Yes,No,No,,,,,,,,,,Month-to-Month,No,Bank Withdrawal,19.45,19.45,0,0,16.44,35.89,Joined,,
61215-AND,Female,26,No,Andhra Pradesh,14,22,,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,116.6,7049.5,0,0,2654.4,9703.9,Stayed,,
29952-UTT,Female,32,No,Uttarakhand,5,23,,Yes,Yes,No,,,,,,,,,,Month-to-Month,Yes,Credit Card,24.4,253.9,0,0,41.6,295.5,Stayed,,
38927-UTT,Male,52,No,Uttar Pradesh,1,6,Deal 5,Yes,No,Yes,DSL,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.8,288.05,0,0,131.46,419.51,Churned,Competitor,Competitor offered higher download speeds
61282-AND,Male,36,Yes,Andhra Pradesh,6,22,Deal 2,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,104.65,6219.6,0,40,2386.12,8645.72,Churned,Dissatisfaction,Service dissatisfaction
86841-TAM,Female,53,Yes,Tamil Nadu,0,3,,Yes,Yes,Yes,DSL,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,63.05,1067.05,0,10,683.68,1760.73,Stayed,,
12929-MAH,Female,31,Yes,Maharashtra,1,29,,No,,Yes,Cable,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,31.2,926.2,0,0,0,926.2,Stayed,,
84506-GUJ,Female,73,No,Gujarat,2,28,,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,No,One Year,Yes,Bank Withdrawal,106.5,5621.85,0,90,1442.48,7154.33,Stayed,,
76949-KAR,Male,59,No,Karnataka,12,30,,No,,Yes,DSL,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Credit Card,38.55,156.1,0,0,0,156.1,Stayed,,
94131-AND,Female,57,Yes,Andhra Pradesh,12,17,,Yes,No,No,,,,,,,,,,Month-to-Month,Yes,Credit Card,19.65,92.05,0,0,209.65,301.7,Stayed,,
55556-TAM,Female,45,Yes,Tamil Nadu,13,30,,Yes,Yes,No,,,,,,,,,,Two Year,No,Bank Withdrawal,25.5,1821.8,16.85,0,667.76,2472.71,Stayed,,
42811-PUN,Female,63,No,Punjab,1,13,Deal 2,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,82.5,4179.1,21.35,0,1062.5,5220.25,Stayed,,
95174-GUJ,Female,66,Yes,Gujarat,7,12,Deal 5,Yes,No,Yes,Cable,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,69.7,516.15,0,0,36.19,552.34,Stayed,,
69918-UTT,Male,67,No,Uttar Pradesh,5,20,Deal 4,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,74.45,1261.35,0,0,352.32,1613.67,Stayed,,
25547-MAH,Male,32,Yes,Maharashtra,15,30,,Yes,No,Yes,DSL,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,65.35,1424.4,0,0,339.36,1763.76,Stayed,,
79608-GUJ,Female,49,Yes,Gujarat,6,21,,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,90,190.05,0,0,93.84,283.89,Churned,Competitor,Competitor made better offer
59003-HAR,Female,54,No,Haryana,8,31,,No,,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,53.65,3784,0,0,0,3784,Stayed,,
73860-TEL,Female,52,No,Telangana,5,7,Deal 2,Yes,No,No,,,,,,,,,,One Year,Yes,Bank Withdrawal,20.4,930.45,0,0,1143,2073.45,Churned,Price,Long distance charges
38918-MAH,Female,47,Yes,Maharashtra,11,2,,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,99.15,6875.35,0,0,3129.15,10004.5,Stayed,,
87939-PUN,Female,30,No,Punjab,14,8,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,74.25,74.25,0,0,21.8,96.05,Churned,Other,Don't know
69381-KER,Female,43,No,Kerala,5,34,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,84.05,2781.85,0,0,1288.32,4070.17,Churned,Other,Moved
39946-ASS,Female,54,Yes,Assam,11,26,,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,-2,2184.6,0,0,772.72,2957.32,Stayed,,
65574-MAH,Female,18,No,Maharashtra,12,10,,Yes,No,No,,,,,,,,,,One Year,Yes,Credit Card,20.55,1252,0,0,1175.47,2427.47,Stayed,,
68268-KAR,Male,73,No,Karnataka,6,24,Deal 2,Yes,No,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.15,3229.4,0,0,121.8,3351.2,Churned,Attitude,Attitude of support person
62686-HAR,Female,52,Yes,Haryana,1,21,Deal 2,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.5,3906.7,0,0,1332.8,5239.5,Stayed,,
18103-KAR,Male,47,Yes,Karnataka,5,10,,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,No,Month-to-Month,Yes,Credit Card,78.9,2976.95,0,30,1569.17,4576.12,Stayed,,
99831-JAM,Male,58,Yes,Jammu & Kashmir,3,36,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.1,69.1,0,0,38.66,107.76,Churned,Competitor,Competitor made better offer
56667-PUN,Male,31,Yes,Punjab,15,22,,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,101.15,6067.4,0,0,603,6670.4,Stayed,,
93521-MAH,Female,55,No,Maharashtra,6,35,,Yes,No,Yes,DSL,No,No,No,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,-1,49.3,0,10,14.97,74.27,Joined,,
53050-MAH,Female,22,Yes,Maharashtra,5,10,Deal 5,Yes,No,No,,,,,,,,,,Two Year,No,Credit Card,20.45,106.9,0,0,145.75,252.65,Stayed,,
62597-UTT,Male,33,Yes,Uttar Pradesh,0,29,,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,91.7,3479.05,0,0,482.98,3962.03,Stayed,,
56460-MAH,Male,38,Yes,Maharashtra,12,23,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,-1,129.2,0,10,5.44,144.64,Joined,,
94305-KAR,Male,49,Yes,Karnataka,5,18,Deal 5,Yes,No,No,,,,,,,,,,Month-to-Month,No,Bank Withdrawal,19.75,19.75,0,0,5.32,25.07,Joined,,
87849-AND,Female,67,No,Andhra Pradesh,11,6,,Yes,No,No,,,,,,,,,,Two Year,Yes,Mailed Check,18.95,1031.1,0,0,1292.76,2323.86,Stayed,,
56124-WES,Female,18,No,West Bengal,4,12,Deal 2,Yes,No,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,83.85,4307.1,0,0,351.39,4658.49,Stayed,,
91425-TEL,Female,40,Yes,Telangana,14,13,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.95,137.95,0,0,30.66,168.61,Churned,Dissatisfaction,Poor expertise of phone support
93296-UTT,Male,45,Yes,Uttar Pradesh,10,12,,Yes,No,No,,,,,,,,,,One Year,No,Credit Card,19.8,304.6,0,0,83.1,387.7,Stayed,,
17908-RAJ,Female,66,No,Rajasthan,12,13,,Yes,No,No,,,,,,,,,,Two Year,Yes,Mailed Check,19.6,561.15,13.07,0,416.07,964.15,Stayed,,
83253-KER,Male,25,No,Kerala,9,4,,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,88.35,88.35,0,0,14.26,102.61,Churned,Competitor,Competitor offered higher download speeds
13036-KAR,Female,69,Yes,Karnataka,3,4,,Yes,Yes,Yes,Cable,No,Yes,No,No,No,No,No,No,Two Year,No,Credit Card,54.8,1291.3,0,110,207.84,1609.14,Stayed,,
66668-KAR,Female,35,No,Karnataka,14,9,Deal 4,Yes,No,No,,,,,,,,,,One Year,No,Credit Card,20.45,242.4,0,0,375.9,618.3,Stayed,,
41150-UTT,Male,45,Yes,Uttar Pradesh,15,1,Deal 5,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,19.55,122.9,0,0,219.24,342.14,Stayed,,
31401-RAJ,Female,24,Yes,Rajasthan,14,9,,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,114,8175.9,0,0,1806.95,9982.85,Stayed,,
15591-KAR,Female,26,No,Karnataka,3,31,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,20.4,20.4,0,0,45.91,66.31,Joined,,
56709-AND,Female,35,Yes,Andhra Pradesh,1,32,Deal 1,Yes,Yes,No,,,,,,,,,,One Year,Yes,Credit Card,25.7,1714.55,0,0,2827.44,4541.99,Stayed,,
13823-KAR,Male,22,No,Karnataka,4,6,,Yes,No,Yes,DSL,Yes,Yes,Yes,No,No,No,No,Yes,One Year,No,Mailed Check,61.2,2021.2,0,0,1343.3,3364.5,Stayed,,
89673-KAR,Female,38,Yes,Karnataka,2,23,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,82.85,460.25,48.95,0,51.54,462.84,Churned,Competitor,Competitor had better devices
45810-TAM,Male,77,No,Tamil Nadu,11,23,,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,110.35,7246.15,0,0,2874.95,10121.1,Stayed,,
47029-ODI,Female,19,No,Odisha,11,2,,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,75.35,1114.55,0,0,451.35,1565.9,Stayed,,
65366-MAH,Female,82,Yes,Maharashtra,7,8,Deal 2,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,85.55,5251.75,0,0,2845.65,8097.4,Stayed,,
84199-MAH,Male,30,No,Maharashtra,11,11,,Yes,No,Yes,Cable,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,51.1,1232.9,0,0,614.02,1846.92,Stayed,,
12378-KAR,Female,46,Yes,Karnataka,7,20,Deal 3,Yes,No,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,91.25,2483.65,0,0,383.32,2866.97,Stayed,,
73877-TEL,Male,58,Yes,Telangana,3,5,,Yes,Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,96.2,1222.05,0,0,295.68,1517.73,Churned,Competitor,Competitor had better devices
52389-TAM,Male,59,No,Tamil Nadu,3,32,Deal 3,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,84.85,2048.8,0,80,315.12,2443.92,Stayed,,
63196-TEL,Male,33,No,Telangana,6,20,Deal 3,No,,Yes,Cable,Yes,No,Yes,No,No,No,No,Yes,One Year,No,Mailed Check,35.35,1317.95,0,0,0,1317.95,Stayed,,
78945-AND,Male,84,Yes,Andhra Pradesh,14,22,Deal 1,Yes,No,Yes,Cable,Yes,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,60.95,4119.4,17.19,0,2818.69,6920.9,Stayed,,
98334-MAD,Male,67,Yes,Madhya Pradesh,15,20,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Bank Withdrawal,20.2,65.95,0,0,95.43,161.38,Joined,,
68877-PUD,Male,22,Yes,Puducherry,6,10,Deal 4,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,82.35,1852.85,0,0,267.96,2120.81,Churned,Dissatisfaction,Network reliability
87515-TAM,Male,46,No,Tamil Nadu,13,25,,No,,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,54.65,3632,46.75,0,0,3585.25,Stayed,,
73366-ASS,Female,65,Yes,Assam,15,2,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.6,74.6,0,0,44.73,119.33,Churned,Competitor,Competitor made better offer
91813-KER,Male,36,No,Kerala,5,33,,No,,Yes,DSL,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,40.05,162.45,0,0,0,162.45,Stayed,,
65827-MAD,Female,59,No,Madhya Pradesh,14,1,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,67.75,116.65,0,0,23.5,140.15,Churned,Other,Don't know
94316-BIH,Female,34,Yes,Bihar,6,22,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,19.45,246.25,0,0,217.44,463.69,Stayed,,
29235-KAR,Female,63,Yes,Karnataka,8,4,,Yes,No,No,,,,,,,,,,One Year,No,Mailed Check,20.65,150,0,0,147.63,297.63,Stayed,,
57049-AND,Male,64,No,Andhra Pradesh,11,28,Deal 5,No,,Yes,DSL,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Mailed Check,35.05,35.05,0,0,0,35.05,Churned,Competitor,Competitor offered higher download speeds
51370-MAH,Female,64,No,Maharashtra,0,35,Deal 4,Yes,No,No,,,,,,,,,,Month-to-Month,Yes,Credit Card,20.45,254.5,0,0,213.2,467.7,Stayed,,
57809-JAM,Female,22,No,Jammu & Kashmir,8,10,,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,88.15,1390.6,0,0,184.05,1574.65,Churned,Dissatisfaction,Product dissatisfaction
58904-TAM,Male,75,Yes,Tamil Nadu,1,4,,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.15,92.65,0,0,87.32,179.97,Churned,Attitude,Attitude of support person
11878-RAJ,Male,75,Yes,Rajasthan,15,17,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,71.8,1167.8,0,0,734.4,1902.2,Churned,Competitor,Competitor offered more data
25962-TEL,Male,63,No,Telangana,7,1,,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,100.75,6674.65,0,0,2085.2,8759.85,Stayed,,
43073-UTT,Male,73,No,Uttar Pradesh,1,11,,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,106.35,3520.75,0,0,253.44,3774.19,Churned,Other,Moved
42496-HAR,Female,25,No,Haryana,7,15,Deal 2,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Yes,No,One Year,Yes,Credit Card,107,6152.3,0,0,2427.85,8580.15,Stayed,,
14570-HAR,Female,70,Yes,Haryana,4,21,,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,108.8,7082.45,21.52,0,3154.45,10215.38,Stayed,,
19943-ASS,Female,25,No,Assam,3,29,Deal 1,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.05,6890,0,0,1324.62,8214.62,Churned,Competitor,Competitor offered more data
58113-TAM,Male,46,Yes,Tamil Nadu,8,1,Deal 2,Yes,No,No,,,,,,,,,,Two Year,No,Credit Card,19.2,908.15,0,0,1425.54,2333.69,Stayed,,
25421-PUD,Female,19,No,Puducherry,2,12,Deal 5,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,74.7,74.7,0,0,44.11,118.81,Churned,Competitor,Competitor offered more data
57368-KER,Female,58,Yes,Kerala,10,2,,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,109.05,7508.55,0,0,1252.56,8761.11,Stayed,,
31340-PUD,Male,70,Yes,Puducherry,6,13,Deal 2,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,100.6,5746.15,0,0,2399.7,8145.85,Churned,Dissatisfaction,Network reliability
53266-TAM,Female,22,Yes,Tamil Nadu,11,4,Deal 1,Yes,Yes,No,,,,,,,,,,Two Year,No,Credit Card,24.85,1583.5,0,0,219.76,1803.26,Stayed,,
92863-KER,Female,56,Yes,Kerala,5,17,,Yes,No,No,,,,,,,,,,Two Year,No,Credit Card,20.1,670.35,0,0,800.91,1471.26,Stayed,,
84987-BIH,Female,33,Yes,Bihar,9,13,Deal 4,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,90.7,1781.35,0,0,508.2,2289.55,Stayed,,
48517-RAJ,Female,19,No,Rajasthan,10,11,,Yes,No,No,,,,,,,,,,Two Year,No,Credit Card,20.2,1277.75,0,0,2319.36,3597.11,Stayed,,
65524-BIH,Female,83,No,Bihar,2,13,,No,,Yes,Cable,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,36.45,36.45,0,0,0,36.45,Churned,Dissatisfaction,Service dissatisfaction
95063-UTT,Male,56,Yes,Uttar Pradesh,2,17,,Yes,No,No,,,,,,,,,,Two Year,No,Credit Card,19.55,1079.65,0,0,2524.16,3603.81,Stayed,,
34320-JAM,Female,36,No,Jammu & Kashmir,13,12,Deal 3,Yes,No,No,,,,,,,,,,One Year,No,Credit Card,20.15,456.85,0,0,788.64,1245.49,Stayed,,
52033-MAD,Female,40,No,Madhya Pradesh,6,35,,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,93.2,6506.15,0,0,860.52,7366.67,Stayed,,
85695-WES,Male,76,No,West Bengal,2,33,Deal 3,Yes,No,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,76.05,2747.2,0,0,496.65,3243.85,Stayed,,
52365-TAM,Female,28,No,Tamil Nadu,9,25,,Yes,No,Yes,Cable,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,68.55,564.35,0,0,239.52,803.87,Stayed,,
29809-WES,Female,26,No,West Bengal,1,17,,Yes,Yes,No,,,,,,,,,,Two Year,No,Credit Card,24.6,1279,37.68,0,1810.48,3051.8,Stayed,,
47737-UTT,Male,42,No,Uttar Pradesh,15,25,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,19.65,19.65,0,0,16.91,36.56,Joined,,
96991-UTT,Female,73,Yes,Uttar Pradesh,3,17,Deal 1,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,106.85,7677.4,0,100,565.2,8342.6,Stayed,,
25507-MAD,Female,19,No,Madhya Pradesh,10,9,Deal 4,No,,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,26.05,565.75,0,0,0,565.75,Stayed,,
28998-GUJ,Female,71,Yes,Gujarat,15,10,,Yes,Yes,Yes,Cable,No,No,Yes,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,100.65,5688.05,0,130,1893.36,7711.41,Churned,Attitude,Attitude of support person
32103-GUJ,Female,76,No,Gujarat,12,28,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.05,1290,0,0,247.39,1537.39,Churned,Competitor,Competitor made better offer
63192-MAH,Male,54,No,Maharashtra,1,23,Deal 3,Yes,No,Yes,DSL,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,50,1474.9,0,0,694.8,2169.7,Stayed,,
41331-UTT,Male,22,Yes,Uttar Pradesh,2,5,Deal 1,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,116.55,8152.3,0,0,2853.9,11006.2,Stayed,,
11450-HAR,Male,60,Yes,Haryana,5,18,,Yes,No,Yes,Cable,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,75.55,4707.85,0,0,398.79,5106.64,Stayed,,
81889-TAM,Female,50,Yes,Tamil Nadu,2,5,,Yes,Yes,Yes,Cable,No,Yes,No,Yes,No,Yes,Yes,No,Two Year,No,Credit Card,67.25,4234.15,0,150,3032.82,7416.97,Stayed,,
93633-RAJ,Male,30,Yes,Rajasthan,3,26,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,86.2,893.2,0,30,64.24,987.44,Stayed,,
62959-PUN,Male,59,Yes,Punjab,7,6,Deal 5,No,,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,23.45,23.45,0,0,0,23.45,Churned,Price,Price too high
24696-BIH,Female,69,Yes,Bihar,0,20,Deal 5,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,43.95,85.1,0,0,38.18,123.28,Joined,,
14706-TAM,Female,53,No,Tamil Nadu,13,13,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.95,529.5,0,0,247.94,777.44,Churned,Dissatisfaction,Poor expertise of online support
17570-GUJ,Male,56,No,Gujarat,8,4,,Yes,No,Yes,DSL,Yes,No,No,Yes,No,No,No,No,One Year,No,Credit Card,-8,795.15,0,100,387.52,1282.67,Stayed,,
54516-WES,Female,42,No,West Bengal,4,13,,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Mailed Check,89.15,89.15,0,0,32.35,121.5,Churned,Competitor,Competitor had better devices
14782-AND,Female,21,Yes,Andhra Pradesh,3,10,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,20.55,20.55,0,0,37.92,58.47,Churned,Attitude,Attitude of support person
87748-AND,Female,52,Yes,Andhra Pradesh,2,18,Deal 2,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.85,5017.9,0,0,2110.5,7128.4,Churned,Price,Price too high
49251-TAM,Female,44,No,Tamil Nadu,5,16,Deal 5,No,,Yes,DSL,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,33.65,137.85,0,0,0,137.85,Churned,Attitude,Attitude of service provider
18829-TAM,Female,49,Yes,Tamil Nadu,4,31,Deal 5,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,18.8,56,0,0,19.83,75.83,Joined,,
92252-AND,Female,54,No,Andhra Pradesh,5,21,Deal 2,Yes,No,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,94.75,5276.1,0,0,1371.15,6647.25,Stayed,,
84116-UTT,Male,32,No,Uttar Pradesh,13,35,Deal 4,Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.35,927.15,0,0,83,1010.15,Stayed,,
61889-AND,Female,29,Yes,Andhra Pradesh,4,23,,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,117.6,8308.9,5.44,0,3385.44,11688.9,Stayed,,
13715-UTT,Male,58,No,Uttar Pradesh,13,14,Deal 1,Yes,Yes,No,,,,,,,,,,Two Year,No,Credit Card,25.35,1715.15,0,0,732.2,2447.35,Stayed,,
93880-AND,Male,64,No,Andhra Pradesh,5,24,,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,99.8,673.25,0,10,329.21,1012.46,Churned,Competitor,Competitor had better devices
21834-CHH,Female,52,No,Chhattisgarh,0,2,,Yes,Yes,No,,,,,,,,,,Two Year,No,Bank Withdrawal,24.5,761.95,0,0,959.04,1720.99,Stayed,,
51533-ODI,Female,41,Yes,Odisha,6,4,,No,,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,50.95,3521.7,0,0,0,3521.7,Stayed,,
31263-TAM,Female,60,Yes,Tamil Nadu,1,8,,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,79.85,2404.15,0,0,515.53,2919.68,Churned,Dissatisfaction,Lack of self-service on Website
75328-KER,Female,28,Yes,Kerala,13,30,Deal 5,No,,Yes,Cable,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Mailed Check,34.25,139.35,0,0,0,139.35,Churned,Competitor,Competitor offered higher download speeds
37202-BIH,Female,63,Yes,Bihar,7,11,Deal 4,Yes,Yes,No,,,,,,,,,,One Year,No,Credit Card,24.95,280.4,0,0,306.84,587.24,Stayed,,
24607-TEL,Female,29,Yes,Telangana,7,8,Deal 4,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,19.7,340.35,0,0,378.42,718.77,Stayed,,
